espn_id,full_name,salary,position,team_id
5660,"Antonio Smith",4500,"DE","OAK"
13491,"C.J. Wilson",4500,"DE","OAK"
10490,"LaMarr Woodley",4500,"DE","OAK"
16857,"Justin Ellis",4500,"DT","OAK"
14282,"Ricky Lumpkin",4500,"DT",
15906,"Stacy McGee",4500,"DT","OAK"
8488,"Justin Tuck",4500,"DE","OAK"
11311,"Pat Sims",4500,"DT","OAK"
15324,"Kaelin Burnett",4500,"LB","OAK"
15006,"Miles Burris",4500,"LB","OAK"
17389,"Carlos Fields",4500,"LB",
16710,"Khalil Mack",4500,"LB","OAK"
12687,"Kaluka Maiava",4500,"LB","OAK"
15859,"Sio Moore",4500,"LB","OAK"
10856,"Nick Roach",4500,"LB","OAK"
16808,"T.J. Carrie",4500,"CB","OAK"
15794,"D.J. Hayden",4500,"CB","OAK"
16940,"Keith McGill",4500,"CB","OAK"
8424,"Carlos Rogers",4500,"CB","OAK"
13310,"Larry Asante",4500,"DB","OAK"
10590,"Tarell Brown",4500,"CB","OAK"
16513,"Chance Casey",4500,"DB",
14107,"Chimdi Chekwa",4500,"DB","OAK"
14167,"Taiwan Jones",4500,"DB","OAK"
15535,"Neiko Thorpe",4500,"DB","OAK"
16918,"Jonathan Dowling",4500,"S","OAK"
11334,"Tyvon Branch",4500,"SS","OAK"
14697,"Brandian Ross",4500,"SS",
10510,"Usama Young",4500,"SS","OAK"
1442,"Charles Woodson",4500,"FS","OAK"
2148,"Sebastian Janikowski",4500,"PK","OAK"
15245,"Giorgio Tavecchio",4500,"PK",
15389,"Marquette King",4500,"P","OAK"
9635,"Kellen Clemens",4500,"QB","SD"
5529,"Philip Rivers",4500,"QB","SD"
16015,"Brad Sorensen",4500,"QB",
12489,"Donald Brown",4500,"RB","SD"
13204,"Ryan Mathews",4500,"RB","SD"
11788,"Danny Woodhead",4500,"RB","SD"
13524,"Seyi Ajirotutu",4500,"WR","SD"
15818,"Keenan Allen",4500,"WR","SD"
16962,"Torrence Allen",4500,"WR",
14027,"Vincent Brown",4500,"WR",
6016,"Malcom Floyd",4500,"WR","SD"
17005,"Javontee Herndon",4500,"WR",
14269,"Dontrelle Inman",4500,"WR","SD"
16824,"Tevin Reese",4500,"WR",
11276,"Eddie Royal",4500,"WR","SD"
5362,"Antonio Gates",4500,"TE","SD"
14904,"Ladarius Green",4500,"TE","SD"
12506,"David Johnson",4500,"TE","SD"
12550,"John Phillips",4500,"TE","SD"
5591,"Nick Hardwick",4500,"C","SD"
13777,"Mike Windt",4500,"C","SD"
11464,"King Dunlap",4500,"OT","SD"
15792,"D.J. Fluker",4500,"OT","SD"
15573,"Mike Harris",4500,"OT",
14447,"Willie Smith",4500,"OT","SD"
9773,"Jeromey Clary",4500,"OG","SD"
12711,"Rich Ohrnberger",4500,"OG","SD"
17040,"Jeremiah Sirles",4500,"OT",
14460,"Kenny Wiggins",4500,"OT",
11330,"Chad Rinehart",4500,"OG","SD"
15027,"Johnnie Troutman",4500,"OG","SD"
16754,"Chris Watt",4500,"OG","SD"
16017,"Joe Kruger",4500,"DE",
15580,"Cordarro Law",4500,"DE",
13989,"Corey Liuget",4500,"DE","SD"
17024,"Tenny Palepoi",4500,"DE","SD"
14953,"Kendall Reyes",4500,"DE","SD"
14348,"Damik Scafe",4500,"DE","SD"
16851,"Ryan Carrethers",4500,"DT","SD"
14185,"Lawrence Guy",4500,"DT","SD"
16067,"Kwame Geathers",4500,"DT","SD"
13406,"Sean Lissemore",4500,"DT","SD"
17046,"Ricky Tjong-A-Tjoe",4500,"DT","SD"
13495,"Doug Worthington",4500,"DT",
14672,"Victor Aiyewa",4500,"LB",
16761,"Jeremiah Attaochu",4500,"LB","SD"
13342,"Kavell Conner",4500,"LB","SD"
3539,"Dwight Freeney",4500,"LB","SD"
14141,"Andrew Gachkar",4500,"LB","SD"
14926,"Melvin Ingram",4500,"LB","SD"
4567,"Jarret Johnson",4500,"LB","SD"
14796,"Thomas Keiser",4500,"LB",
17035,"Alvin Scioneaux",4500,"LB","SD"
15867,"Manti Te'o",4500,"LB","SD"
17047,"Colton Underwood",4500,"LB",
12905,"Reggie Walker",4500,"LB","SD"
16000,"Tourek Williams",4500,"LB","SD"
13324,"Crezdon Butler",4500,"CB",
9644,"Richard Marshall",4500,"CB","SD"
16726,"Jason Verrett",4500,"CB","SD"
15883,"Steve Williams",4500,"CB","SD"
14010,"Shareece Wright",4500,"CB","SD"
16039,"Jahleel Addae",4500,"DB","SD"
16054,"Marcus Cromartie",4500,"DB","SD"
16985,"Alden Darby",4500,"DB",
11269,"Brandon Flowers",4500,"DB","SD"
13465,"Darrell Stuckey",4500,"DB","SD"
14018,"Marcus Gilchrist",4500,"SS","SD"
10481,"Eric Weddle",4500,"FS","SD"
9329,"Nick Novak",4500,"PK","SD"
4607,"Mike Scifres",4500,"P","SD"
4459,"Carson Palmer",4500,"QB","ARI"
10487,"Drew Stanton",4500,"QB","ARI"
16813,"Logan Thomas",4500,"QB","ARI"
13206,"Jonathan Dwyer",4500,"RB","ARI"
15893,"Andre Ellington",4500,"RB","ARI"
14266,"Robert Hughes",4500,"RB","ARI"
11410,"Jalen Parmele",4500,"RB",
17109,"Zach Bauman",4500,"RB",
15981,"Stepfan Taylor",4500,"RB","ARI"
16172,"Jaron Brown",4500,"WR","ARI"
16804,"John Brown",4500,"WR","ARI"
16173,"Dan Buckner",4500,"WR",
5528,"Larry Fitzgerald",4500,"WR","ARI"
14908,"Michael Floyd",4500,"WR","ARI"
15564,"Brittan Golden",4500,"WR",
16871,"Walt Powell",4500,"WR","ARI"
13922,"Teddy Williams",4500,"WR",
11272,"John Carlson",4500,"TE","ARI"
15773,"Darren Fells",4500,"TE","ARI"
14872,"Andre Hardy",4500,"TE",
14009,"Rob Housler",4500,"TE","ARI"
16797,"Troy Niklas",4500,"TE","ARI"
15093,"Philip Blake",4500,"C",
13361,"John Estes",4500,"C",
10453,"Ted Ginn Jr.",4500,"WR","ARI"
11075,"Lyle Sendlein",4500,"C","ARI"
17225,"Kelvin Palmer",4500,"OT",
15020,"Nate Potter",4500,"OT",
15096,"Bobby Massie",4500,"OT","ARI"
15284,"Bradley Sowell",4500,"OT","ARI"
15787,"Jonathan Cooper",4500,"OG","ARI"
12651,"Paul Fanaika",4500,"OG","ARI"
13403,"Ted Larsen",4500,"OG","ARI"
17260,"Anthony Steen",4500,"OG",
15901,"Earl Watford",4500,"OG","ARI"
11284,"Calais Campbell",4500,"DE","ARI"
5589,"Darnell Dockett",4500,"DE","ARI"
5968,"Tommy Kelly",4500,"DE","ARI"
16764,"Kareem Martin",4500,"DE","ARI"
9677,"Frostee Rucker",4500,"DE","ARI"
16840,"Ed Stinson",4500,"DE","ARI"
17155,"Bruce Gaston",4500,"DT",
5629,"Isaac Sopoaga",4500,"DT",
15101,"Alameda Ta'amu",4500,"DT","ARI"
16537,"Christian Tupou",4500,"DT",
13235,"Dan Williams",4500,"DT","ARI"
2144,"John Abraham",4500,"LB","ARI"
14152,"Sam Acho",4500,"LB","ARI"
9424,"Lorenzo Alexander",4500,"LB","ARI"
12956,"Marcus Benard",4500,"LB",
10635,"Desmond Bishop",4500,"LB","ARI"
17123,"Glenn Carson",4500,"LB","ARI"
16181,"Kenny Demens",4500,"LB","ARI"
15856,"Kevin Minter",4500,"LB","ARI"
15976,"Alex Okafor",4500,"LB","ARI"
12440,"Matt Shaughnessy",4500,"LB","ARI"
13475,"Adrian Tracy",4500,"LB",
13305,"Daryl Washington",4500,"LB","ARI"
15089,"Justin Bethel",4500,"CB","ARI"
9605,"Antonio Cromartie",4500,"CB","ARI"
12714,"Jerraud Powers",4500,"CB","ARI"
17015,"Jimmy Legree",4500,"DB",
3656,"Larry Foote",4500,"LB","ARI"
13980,"Patrick Peterson",4500,"CB","ARI"
13609,"Bryan McCann",4500,"DB",
12734,"Curtis Taylor",4500,"DB",
16723,"Deone Bucannon",4500,"SS","ARI"
16195,"Tony Jefferson",4500,"FS","ARI"
12674,"Rashad Johnson",4500,"FS","ARI"
15851,"Tyrann Mathieu",4500,"FS","ARI"
14315,"Anthony Walters",4500,"FS",
16976,"Chandler Catanzaro",4500,"PK","ARI"
3640,"Dave Zastudil",4500,"P","ARI"
13987,"Blaine Gabbert",4500,"QB","SF"
11394,"Josh Johnson",4500,"QB","SF"
14001,"Colin Kaepernick",4500,"QB","SF"
8479,"Frank Gore",4500,"RB","SF"
14159,"Kendall Hunter",4500,"RB","SF"
16777,"Carlos Hyde",4500,"RB","SF"
14890,"LaMichael James",4500,"RB","SF"
13642,"Alfonso Smith",4500,"RB",
14083,"Bruce Miller",4500,"FB","SF"
13913,"Will Tukuafu",4500,"FB","SF"
4512,"Anquan Boldin",4500,"WR","SF"
12563,"Michael Crabtree",4500,"WR","SF"
16946,"Bruce Ellington",4500,"WR","SF"
16462,"Chuck Jacobs",4500,"WR","SF"
11458,"Stevie Johnson",4500,"WR","SF"
4582,"Brandon Lloyd",4500,"WR","SF"
5437,"Kassim Osgood",4500,"WR",
16026,"Quinton Patton",4500,"WR","SF"
17307,"L'Damian Washington",4500,"WR",
15403,"Derek Carrier",4500,"TE","SF"
15204,"Garrett Celek",4500,"TE","SF"
17125,"Asante Cleveland",4500,"TE",
9592,"Vernon Davis",4500,"TE","SF"
14377,"Demarcus Dobbs",4500,"TE","SF"
15853,"Vance McDonald",4500,"TE","SF"
17144,"Dillon Farrell",4500,"C","SF"
16788,"Marcus Martin",4500,"C","SF"
16361,"Kevin McDermott",4500,"C",
15892,"Carter Bykowski",4500,"OT",
13253,"Anthony Davis",4500,"OT","SF"
17150,"Fou Fonoti",4500,"OT","SF"
17233,"Michael Philipp",4500,"OT",
14975,"Jonathan Martin",4500,"OT","SF"
10472,"Joe Staley",4500,"OT","SF"
13246,"Mike Iupati",4500,"OG","SF"
14110,"Daniel Kilgore",4500,"OG","SF"
15171,"Al Netter",4500,"OG",
15898,"Ryan Seymour",4500,"OG",
8508,"Adam Snyder",4500,"OG",
15829,"Tank Carradine",4500,"DE","SF"
16028,"Quinton Dial",4500,"DE","SF"
15430,"Tony Jerod-Eddie",4500,"DE","SF"
10541,"Ray McDonald",4500,"DE","SF"
16155,"Lawrence Okoye",4500,"DE",
2552,"Justin Smith",4500,"DE","SF"
11239,"Glenn Dorsey",4500,"DT","SF"
16807,"Kaleb Ramsey",4500,"DT","SF"
16377,"Mike Purcell",4500,"DT",
14461,"Ian Williams",4500,"DT","SF"
13262,"NaVorro Bowman",4500,"LB","SF"
16748,"Chris Borland",4500,"LB","SF"
10138,"Ahmad Brooks",4500,"LB","SF"
15849,"Corey Lemonier",4500,"LB","SF"
16941,"Aaron Lynch",4500,"LB","SF"
17251,"Shayne Skov",4500,"LB",
12932,"Dan Skuta",4500,"LB","SF"
13988,"Aldon Smith",4500,"LB","SF"
16165,"Chase Thomas",4500,"LB",
14859,"Michael Wilhoite",4500,"LB","SF"
10455,"Patrick Willis",4500,"LB","SF"
16914,"Kenneth Acker",4500,"CB","SF"
13681,"Tramaine Brock",4500,"CB","SF"
13268,"Chris Cook",4500,"CB","SF"
13344,"Perrish Cox",4500,"DB","SF"
14044,"Chris Culliver",4500,"DB","SF"
16893,"Dontae Johnson",4500,"DB","SF"
17212,"James McCray",4500,"DB","SF"
16367,"Darryl Morris",4500,"DB",
12903,"C.J. Spillman",4500,"DB",
9381,"Ray Ventrone",4500,"DB",
9793,"Antoine Bethea",4500,"SS","SF"
10785,"Craig Dahl",4500,"SS","SF"
16717,"Jimmie Ward",4500,"SS","SF"
15809,"Eric Reid",4500,"FS","SF"
1440,"Phil Dawson",4500,"PK","SF"
5713,"Andy Lee",4500,"P","SF"
16623,"Colton Schmidt",4500,"","SF"
15899,"B.J. Daniels",4500,"QB",
9650,"Tarvaris Jackson",4500,"QB","SEA"
14881,"Russell Wilson",4500,"QB","SEA"
17486,"Demitrius Bronson",4500,"RB",
10456,"Marshawn Lynch",4500,"RB","SEA"
15855,"Christine Michael",4500,"RB","SEA"
14894,"Robert Turbin",4500,"RB","SEA"
16020,"Spencer Ware",4500,"RB",
16939,"Kiero Small",4500,"FB",
15351,"Derrick Coleman",4500,"FB","SEA"
14221,"Doug Baldwin",4500,"WR","SEA"
16618,"Arceto Clark",4500,"WR",
14681,"David Gilreath",4500,"WR","SEA"
15554,"Phil Bates",4500,"WR","SEA"
12569,"Percy Harvin",4500,"WR","SEA"
15428,"Jermaine Kearse",4500,"WR","SEA"
14280,"Ricardo Lockette",4500,"WR","SEA"
16841,"Kevin Norwood",4500,"WR","SEA"
13662,"Bryan Walters",4500,"WR",
16781,"Paul Richardson",4500,"WR","SEA"
17423,"Rashaun Allen",4500,"TE",
15670,"Cooper Helfet",4500,"TE","SEA"
13414,"Anthony McCoy",4500,"TE","SEA"
10482,"Zach Miller",4500,"TE","SEA"
16121,"Luke Willson",4500,"TE","SEA"
13573,"Clint Gresham",4500,"C","SEA"
13509,"Lemuel Jeanpierre",4500,"C","SEA"
16557,"Patrick Lewis",4500,"C",
12624,"Max Unger",4500,"C","SEA"
16044,"Alvin Bailey",4500,"OT","SEA"
16742,"Justin Britt",4500,"OT","SEA"
16997,"Garry Gilliam",4500,"OT","SEA"
16314,"Caylin Hauptmann",4500,"OT",
13242,"Russell Okung",4500,"OT","SEA"
9652,"Eric Winston",4500,"OT",
13993,"James Carpenter",4500,"OG","SEA"
12880,"C.J. Davis",4500,"OG","SEA"
17443,"Nathan Isles",4500,"OG",
15025,"J.R. Sweezy",4500,"OG","SEA"
11326,"Cliff Avril",4500,"DE","SEA"
12762,"Michael Bennett",4500,"DE","SEA"
16873,"Cassius Marsh",4500,"DE","SEA"
16528,"Benson Mayowa",4500,"DE",
13449,"O'Brien Schofield",4500,"DE","SEA"
15120,"Greg Scruggs",4500,"DE","SEA"
6989,"Michael Brooks",4500,"DT","SEA"
15843,"Jordan Hill",4500,"DT","SEA"
10031,"Tony McDaniel",4500,"DT","SEA"
10529,"Brandon Mebane",4500,"DT","SEA"
13296,"D'Anthony Smith",4500,"DT","SEA"
16822,"Jimmy Staten",4500,"DT",
16029,"Jesse Williams",4500,"DT","SEA"
4467,"Kevin Williams",4500,"DT","SEA"
16983,"Brock Coyle",4500,"LB","SEA"
9359,"Heath Farwell",4500,"LB","SEA"
14946,"Bruce Irvin",4500,"LB","SEA"
17458,"Horace Miller",4500,"LB","SEA"
14292,"Mike Morgan",4500,"LB","SEA"
16888,"Kevin Pierre-Louis",4500,"LB","SEA"
14214,"Malcolm Smith",4500,"LB","SEA"
16676,"Mike Taylor",4500,"LB","SEA"
14979,"Bobby Wagner",4500,"LB","SEA"
15112,"Korey Toomer",4500,"LB",
14140,"K.J. Wright",4500,"LB","SEA"
13308,"Phillip Adams",4500,"CB",
13591,"A.J. Jefferson",4500,"CB","SEA"
15087,"Jeremy Lane",4500,"CB","SEA"
14086,"Richard Sherman",4500,"CB","SEA"
16510,"Akeem Auguste",4500,"DB",
16021,"Tharold Simon",4500,"CB","SEA"
15544,"Terrance Parks",4500,"DB",
15419,"DeShawn Shead",4500,"DB","SEA"
16450,"Steven Terrell",4500,"DB",
13336,"Kam Chancellor",4500,"SS","SEA"
14133,"Byron Maxwell",4500,"CB","SEA"
14274,"Jeron Johnson",4500,"SS","SEA"
13251,"Earl Thomas",4500,"FS","SEA"
11923,"Steven Hauschka",4500,"PK","SEA"
10238,"Jon Ryan",4500,"P","SEA"
13197,"Sam Bradford",4500,"QB","STL"
15187,"Austin Davis",4500,"QB","STL"
16809,"Garrett Gilbert",4500,"QB",
16055,"Benjamin Cunningham",4500,"RB","STL"
16784,"Tre Mason",4500,"RB","STL"
14888,"Isaiah Pead",4500,"RB","STL"
14820,"Chase Reynolds",4500,"RB","STL"
4260,"Shaun Hill",4500,"QB","STL"
17282,"Trey Watts",4500,"RB","STL"
15786,"Tavon Austin",4500,"WR","STL"
15822,"Stedman Bailey",4500,"WR","STL"
16300,"Emory Blake",4500,"WR",
12556,"Kenny Britt",4500,"WR","STL"
15078,"Chris Givens",4500,"WR","STL"
17152,"Austin Franklin",4500,"WR",
14914,"Brian Quick",4500,"WR","STL"
16607,"Justin Veltung",4500,"WR",
17110,"Alex Bayer",4500,"TE","STL"
12537,"Jared Cook",4500,"TE","STL"
14805,"Mason Brodine",4500,"TE","STL"
15226,"Cory Harkey",4500,"TE","STL"
15991,"Justice Cunningham",4500,"TE","STL"
14007,"Lance Kendricks",4500,"TE","STL"
15055,"Brad Smelley",4500,"TE",
14517,"Tim Barnes",4500,"C","STL"
14676,"Jake McQuaide",4500,"C","STL"
16954,"Demetrius Rhaney",4500,"C","STL"
5776,"Scott Wells",4500,"C","STL"
14030,"Joe Barksdale",4500,"OT","STL"
16577,"Sean Hooey",4500,"OT",
11234,"Jake Long",4500,"OT","STL"
14070,"Mike Person",4500,"OT","STL"
7439,"Greg Robinson",4500,"OT","STL"
16935,"Mitchell Van Dyk",4500,"OT",
15961,"Travis Bond",4500,"OG",
15908,"Barrett Jones",4500,"OG","STL"
9609,"Davin Joseph",4500,"OG","STL"
13294,"Rodger Saffold",4500,"OG","STL"
15094,"Brandon Washington",4500,"OG",
15177,"Kourtnei Brown",4500,"DE",
13266,"Alex Carrington",4500,"DE","STL"
11337,"William Hayes",4500,"DE","STL"
11236,"Chris Long",4500,"DE","STL"
13984,"Robert Quinn",4500,"DE","STL"
16829,"Michael Sam",4500,"DE",
13457,"Eugene Sims",4500,"DE","STL"
14944,"Michael Brockers",4500,"DT","STL"
15142,"Matthew Conrath",4500,"DT",
16716,"Aaron Donald",4500,"DT","STL"
11300,"Kendall Langford",4500,"DT","STL"
17166,"Deantre Harlan",4500,"DT",
17285,"Ethan Westbrooks",4500,"DT","STL"
16463,"Ray-Ray Armstrong",4500,"LB","STL"
16299,"Daren Bates",4500,"LB","STL"
11693,"Jo-Lonn Dunbar",4500,"LB","STL"
17170,"Aaron Hill",4500,"LB",
12454,"James Laurinaitis",4500,"LB","STL"
15806,"Alec Ogletree",4500,"LB","STL"
16492,"Etienne Sabino",4500,"LB",
15137,"Pat Schiller",4500,"LB","STL"
16466,"Phillip Steward",4500,"LB",
14081,"Lawrence Wilson",4500,"LB",
16898,"E.J. Gaines",4500,"CB","STL"
14974,"Janoris Jenkins",4500,"CB","STL"
14989,"Trumaine Johnson",4500,"CB","STL"
15949,"Brandon McGee",4500,"CB","STL"
16769,"Lamarcus Joyner",4500,"CB","STL"
17241,"Marcus Roberson",4500,"CB","STL"
17135,"Avery Cunningham",4500,"DB",
16286,"Cody Davis",4500,"DB","STL"
16696,"Greg Reid",4500,"DB",
16122,"Darren Woodard",4500,"DB",
16937,"Maurice Alexander",4500,"SS","STL"
15852,"T.J. McDonald",4500,"SS","STL"
15222,"Rodney McLeod",4500,"FS","STL"
15153,"John Hekker",4500,"P","STL"
14993,"Greg Zuerlein",4500,"PK","STL"
11252,"Joe Flacco",4500,"QB","BAL"
14163,"Tyrod Taylor",4500,"QB","BAL"
16915,"Keith Wenning",4500,"QB",
14094,"Shaun Chapas",4500,"RB",
11467,"Justin Forsett",4500,"RB","BAL"
14891,"Bernard Pierce",4500,"RB","BAL"
16002,"Kyle Juszczyk",4500,"RB","BAL"
11289,"Ray Rice",4500,"RB","BAL"
16950,"Lorenzo Taliaferro",4500,"RB","BAL"
17465,"Fitzgerald Toussaint",4500,"RB",
14583,"Kamar Aiken",4500,"WR","BAL"
16581,"Marlon Brown",4500,"WR","BAL"
17122,"Jeremy Butler",4500,"WR","BAL"
16832,"Michael Campanaro",4500,"WR","BAL"
10517,"Jacoby Jones",4500,"WR","BAL"
14032,"Torrey Smith",4500,"WR","BAL"
2622,"Steve Smith Sr.",4500,"WR","BAL"
15503,"Deonte Thompson",4500,"WR","BAL"
9684,"Owen Daniels",4500,"TE","BAL"
16775,"Crockett Gillmore",4500,"TE","BAL"
13231,"Dennis Pitta",4500,"TE","BAL"
15257,"Phillip Supernaw",4500,"TE",
13848,"Morgan Cox",4500,"C","BAL"
14999,"Gino Gradkowski",4500,"C","BAL"
16038,"Ryan Jensen",4500,"C",
11317,"Jeremy Zuttah",4500,"C","BAL"
17161,"Parker Graham",4500,"OT",
17178,"James Hurst",4500,"OT","BAL"
12620,"Eugene Monroe",4500,"OT","BAL"
13999,"Jah Reid",4500,"OT","BAL"
17273,"Brett Van Sloten",4500,"OT","BAL"
14957,"Kelechi Osemele",4500,"OG","BAL"
12726,"A.Q. Shipley",4500,"OG",
16868,"John Urschel",4500,"OG","BAL"
10530,"Marshal Yanda",4500,"OG","BAL"
8546,"Chris Canty",4500,"DE","BAL"
15937,"Kapron Lewis-Moore",4500,"DE","BAL"
15059,"DeAngelo Tyson",4500,"DE","BAL"
16831,"Brent Urban",4500,"DE","BAL"
13267,"Terrence Cody",4500,"DT","BAL"
17214,"Jamie Meder",4500,"DT",
9598,"Haloti Ngata",4500,"DT","BAL"
17301,"A.J. Pataiali'i",4500,"DT",
15875,"Brandon Williams",4500,"DT","BAL"
15828,"Arthur Brown",4500,"LB","BAL"
14519,"Josh Bynes",4500,"LB","BAL"
9712,"Elvis Dumervil",4500,"LB","BAL"
13851,"Albert McClellan",4500,"LB","BAL"
14202,"Pernell McPhee",4500,"LB","BAL"
16720,"C.J. Mosley",4500,"LB","BAL"
16010,"John Simon",4500,"LB",
5564,"Daryl Smith",4500,"LB","BAL"
4468,"Terrell Suggs",4500,"LB","BAL"
14970,"Courtney Upshaw",4500,"LB","BAL"
15081,"Asa Jackson",4500,"CB","BAL"
13963,"Jimmy Smith",4500,"CB","BAL"
12747,"Lardarius Webb",4500,"CB","BAL"
17300,"Zach Orr",4500,"LB","BAL"
14113,"Chykie Brown",4500,"DB","BAL"
12646,"Derek Cox",4500,"DB",
13365,"Dominique Franks",4500,"DB",
17182,"Tramain Jacobs",4500,"DB",
13845,"Anthony Levine",4500,"DB","BAL"
17244,"Sammy Seamster",4500,"DB",
16419,"Brynden Trawick",4500,"DB","BAL"
13756,"Jeromy Miles",4500,"SS","BAL"
13645,"Darian Stewart",4500,"SS","BAL"
16768,"Terrence Brooks",4500,"FS","BAL"
15789,"Matt Elam",4500,"FS","BAL"
15683,"Justin Tucker",4500,"PK","BAL"
9789,"Sam Koch",4500,"P","BAL"
8440,"Jason Campbell",4500,"QB","CIN"
14012,"Andy Dalton",4500,"QB","CIN"
15826,"Giovani Bernard",4500,"RB","CIN"
16810,"AJ McCarron",4500,"QB",
15971,"Rex Burkhead",4500,"RB","CIN"
16803,"Jeremy Hill",4500,"RB","CIN"
12519,"Cedric Peerman",4500,"RB","CIN"
17288,"Nikita Whitlock",4500,"RB",
13983,"A.J. Green",4500,"WR","CIN"
15983,"Cobi Hamilton",4500,"WR",
15072,"Marvin Jones",4500,"WR","CIN"
17200,"Colin Lockett",4500,"WR",
14922,"Mohamed Sanu",4500,"WR","CIN"
14304,"Dane Sanzenbacher",4500,"WR","CIN"
12597,"Brandon Tate",4500,"WR","CIN"
16248,"Conner Vernon",4500,"WR","DET"
16922,"James Wright",4500,"WR","CIN"
14902,"Orson Charles",4500,"TE",
15788,"Tyler Eifert",4500,"TE","CIN"
13228,"Jermaine Gresham",4500,"TE","CIN"
17169,"Ryan Hewitt",4500,"TE","CIN"
8485,"Alex Smith",4500,"TE","CIN"
16876,"Russell Bodine",4500,"C","CIN"
10686,"Clark Harris",4500,"C","CIN"
15915,"T.J. Johnson",4500,"C","CIN"
15365,"Trevor Robinson",4500,"C",
17151,"Dan France",4500,"OT",
13428,"Marshall Newhouse",4500,"OT","CIN"
12622,"Andre Smith",4500,"OT","CIN"
8601,"Will Svitek",4500,"OT",
9641,"Andrew Whitworth",4500,"OT","CIN"
14178,"Clint Boling",4500,"OG","CIN"
15919,"Tanner Hawkinson",4500,"OG","CIN"
17172,"Trey Hopkins",4500,"OG","CIN"
11293,"Mike Pollak",4500,"OG","CIN"
14931,"Kevin Zeitler",4500,"OG","CIN"
16758,"Will Clarke",4500,"DE","CIN"
13274,"Carlos Dunlap",4500,"DE","CIN"
5642,"Robert Geathers",4500,"DE","CIN"
11809,"Wallace Gilberry",4500,"DE","CIN"
15844,"Margus Hunt",4500,"DE","CIN"
15905,"David King",4500,"DE",
15857,"Sam Montgomery",4500,"DE",
13311,"Geno Atkins",4500,"DT","CIN"
15103,"Christo Bilukidi",4500,"DT","CIN"
9709,"Domata Peko",4500,"DT","CIN"
14965,"Brandon Thompson",4500,"DT","CIN"
14963,"Devon Still",4500,"DT",
15246,"Vontaze Burfict",4500,"LB","CIN"
16256,"Jayson DiManche",4500,"LB","CIN"
15640,"Emmanuel Lamur",4500,"LB","CIN"
12455,"Rey Maualuga",4500,"LB","CIN"
14002,"Dontay Moch",4500,"LB",
15381,"J.K. Schaffer",4500,"LB","CIN"
13766,"Vincent Rey",4500,"LB","CIN"
15986,"Sean Porter",4500,"LB","CIN"
16718,"Darqueze Dennard",4500,"CB","CIN"
10462,"Leon Hall",4500,"CB","CIN"
8421,"Adam Jones",4500,"CB","CIN"
